alternative_id,dataset_id,subset,g1,g2,g3,g4,class_label,class_index
a803,polish_research_units_hs,HS,0.37438068642464645,1.0,0.0028864656831302116,0.86,Cl3,3
a808,polish_research_units_hs,HS,0.37996576884965316,0.1934566439315983,0.0009621552277100704,0.5,Cl2,2
a809,polish_research_units_hs,HS,0.3674443743806864,0.36260968937932747,0.003420996365191362,0.75,Cl3,3
a811,polish_research_units_hs,HS,0.44365372488964955,0.09446343342623859,0.0036348086380158223,0.19,Cl2,2
a816,polish_research_units_hs,HS,0.2710566615620214,0.05277500555880178,0.0,0.15,Cl1,1
a826,polish_research_units_hs,HS,0.383929375731916,0.00913711883425463,0.003527902501603592,0.3,Cl2,2
a828,polish_research_units_hs,HS,0.4639221691739483,0.0,0.0,0.15,Cl2,2
a829,polish_research_units_hs,HS,0.38212773623997837,0.13036036548475338,0.0006414368184733803,0.35,Cl2,2
a830,polish_research_units_hs,HS,0.4259075758940636,0.14933268523737378,0.0019243104554201409,0.73,Cl3,3
a834,polish_research_units_hs,HS,0.32816863345644537,0.07580137237766758,0.00042762454564892024,0.45,Cl2,2
a835,polish_research_units_hs,HS,0.3883433924871633,0.2942855517692503,0.004062433183664742,0.45,Cl3,3
a839,polish_research_units_hs,HS,0.40392757409242414,0.4065526638295232,0.0008552490912978405,0.56,Cl2,2
a843,polish_research_units_hs,HS,0.41194486983154666,0.14464777880622795,0.010797519777635236,0.17,Cl2,2
a846,polish_research_units_hs,HS,0.34168092964597785,0.22673706091929657,0.002138122728244601,0.42,Cl2,2
a849,polish_research_units_hs,HS,0.3856409332492568,0.3697146137020586,0.00021381227282446012,0.28,Cl2,2
a851,polish_research_units_hs,HS,0.4257274119448698,0.11742257752589369,0.0005345306820611503,0.26,Cl3,3
a852,polish_research_units_hs,HS,0.3695162597964147,0.04777466944520573,0.10583707504810776,0.72,Cl2,2
a853,polish_research_units_hs,HS,0.4091523286190433,0.027292423999544957,0.0012828736369467607,0.55,Cl2,2
a856,polish_research_units_hs,HS,0.6953427619133411,0.04302254029484919,0.14592687620269404,0.87,Cl3,3
a858,polish_research_units_hs,HS,0.523466354382488,0.01106589377776169,0.0270472525122942,0.43,Cl3,3
a859,polish_research_units_hs,HS,0.6998468606431852,0.07553248150082477,0.0508873209322215,0.93,Cl3,3
a861,polish_research_units_hs,HS,0.47617331771912436,0.29642116584879025,0.03559974342527261,1.0,Cl4,4
a869,polish_research_units_hs,HS,0.38419962165570665,0.7700103936665856,0.01646354500748343,0.85,Cl3,3
a870,polish_research_units_hs,HS,0.32879920727862355,0.29563517713186516,0.006200555911909343,0.51,Cl2,2
a872,polish_research_units_hs,HS,0.6512025943608685,0.2921602796465119,0.032713277742142395,1.0,Cl4,4
a873,polish_research_units_hs,HS,0.4583370867489415,0.5733529141048778,0.005879837502672653,0.8,Cl3,3
a874,polish_research_units_hs,HS,0.388613638410954,0.5320212837470978,0.011973487278169768,0.81,Cl3,3
a875,polish_research_units_hs,HS,0.38437978560490044,0.20676157135691647,0.0032071840923669015,0.83,Cl3,3
a876,polish_research_units_hs,HS,0.38888388433474463,0.19578358421196876,0.0075903356852683335,0.45,Cl2,2
