alternative_id,dataset_id,subset,g1,g2,g3,g4,class_label,class_index
a706,polish_research_units_nz,NZ,0.4479058220549371,0.1750872431174874,0.00026521681474605494,0.65,Cl2,2
a707,polish_research_units_nz,NZ,0.7610314727316408,0.1693291973633191,0.022012995623922556,0.25,Cl2,2
a715,polish_research_units_nz,NZ,0.5348762713221751,0.09709189608375339,0.04402599124784511,0.8,Cl3,3
a734,polish_research_units_nz,NZ,0.6134379754945142,0.12293524621946492,0.026654289881978516,0.48,Cl2,2
a743,polish_research_units_nz,NZ,0.5865299911908384,0.23461031407522293,0.004773902665428988,0.69,Cl3,3
a751,polish_research_units_nz,NZ,0.5180587811323777,0.28379992245056224,0.008619546479246785,0.82,Cl2,2
a752,polish_research_units_nz,NZ,0.4979578761912389,0.1415083365645599,0.009680413738231005,0.78,Cl2,2
a753,polish_research_units_nz,NZ,0.5750780812044526,0.15754943776657618,0.015780400477390266,0.67,Cl2,2
a754,polish_research_units_nz,NZ,0.53383518859614,0.16307483520744476,0.02241082084604164,0.58,Cl2,2
a755,polish_research_units_nz,NZ,0.6025466485144549,0.1304963164017061,0.0031826017769526586,0.75,Cl2,2
a756,polish_research_units_nz,NZ,0.7073756706975254,0.19608763086467623,0.042832515581487866,0.45,Cl3,3
a757,polish_research_units_nz,NZ,0.5050052054136301,0.1303916246607212,0.024797772178756134,0.59,Cl2,2
a759,polish_research_units_nz,NZ,0.4234003363498038,0.1430825901512214,0.04097599787826548,0.87,Cl2,2
a760,polish_research_units_nz,NZ,0.5501721790662288,0.15440868553702985,0.06073465057684658,0.45,Cl3,3
a761,polish_research_units_nz,NZ,0.6851926003043165,0.18969367972082204,0.029704283251558154,0.83,Cl3,3
a762,polish_research_units_nz,NZ,0.6811884359734124,0.2677743311360993,0.04177164832250365,0.88,Cl3,3
a763,polish_research_units_nz,NZ,0.5375991030671898,0.12842574641333848,0.010343455775096141,0.6,Cl2,2
a764,polish_research_units_nz,NZ,0.49907904220389204,0.29567661884451335,0.03368253547274897,0.76,Cl2,2
a765,polish_research_units_nz,NZ,0.6338592135821254,0.11652578518805738,0.030897758917915397,0.63,Cl2,2
a766,polish_research_units_nz,NZ,0.6933610955393609,0.10550988755331524,0.012332581885691554,0.59,Cl3,3
a768,polish_research_units_nz,NZ,0.7044926723792744,0.22092283830942225,0.07081288953719667,0.86,Cl3,3
a770,polish_research_units_nz,NZ,0.493232962280772,0.2690849166343544,0.013658665959421829,1.0,Cl2,2
a771,polish_research_units_nz,NZ,0.4461439897493393,0.16131058549825514,0.013791274366794856,0.77,Cl1,1
a772,polish_research_units_nz,NZ,0.6029470649475455,0.12743699108181467,0.015780400477390266,0.73,Cl2,2
a773,polish_research_units_nz,NZ,0.46400256266517176,0.11212873206669252,0.18008221721257128,0.96,Cl2,2
